name,line
BIDEN," His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year. And he said, if we just wear a mask, we can save half those numbers. Just a mask. And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all. Nor do you. I know you don’t. What we trust is a scientist."
TRUMP," You don’t trust Johnson & Johnson, Pfizer?"
WALLACE," Okay, gentlemen, gentlemen. Let me move on to questions about the future because you both have touched on two of the questions I’m going to ask. Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your governments own top scientists. The week before last, the Head of the Centers for Disease Control, Dr. Redfield said it would be summer before the vaccine would become generally available to the public. You said that he was confused and mistaken. Those were your two words. But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing. Are they both wrong?"
TRUMP," Well, I’ve spoken to the companies and we can have it a lot sooner. It’s a very political thing because people like this would rather make it political than save lives."
BIDEN, God.
TRUMP," It is a very political thing. I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others. They can go faster than that by a lot. It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them."
WALLACE," So you’re suggesting that the head of your Operation Warp Speed, Dr. Slaoui-"
TRUMP," I disagree with him. No, I disagree with both of them. And he didn’t say that. He said it could be there, but it could also be much sooner. I had him in my office two days ago."
WALLACE," He talked about the summer, sir, before it’s generally available, just like Dr. Redfield."
TRUMP, Because he said it’s a possibility that we’ll have the answer before November 1st. It could also be after that.
WALLACE," I’m talking about when it’s generally available, not-"
TRUMP," Well, we’re going to deliver it right away. We have the military all set up. Logistically, they’re all set up. We have our military that delivers soldiers and they can do 200,000 a day. They’re going to be delivering-"
BIDEN, This is the same man who told you-
TRUMP, It’s all set up.
BIDEN," … by Easter, this would be gone away. By the warm weather, it’d be gone. Miraculous, like a miracle. And by the way, maybe you could inject some bleach in your arm, and that would take care of it. This is the same man."
TRUMP," That was said sarcastically, and you know that. That was said sarcastically."
BIDEN," So here’s the deal. This man is talking about a vaccine. Every serious company is talking about maybe having a vaccine done by the end of the year, but the distribution of that vaccine will not occur until sometime beginning of the middle of next year to get it out, if we get the vaccine. And pray God we will. Pray God we will."
WALLACE," Mr. Vice President, I want to pick up-"
TRUMP, You’ll have the vaccine sooner than that.
WALLACE," I want to pick up on this question though. You say the public can trust the scientists, but they can’t trust President Trump. In fact, you said that again tonight. Your running mate, Senator Harris, goes further, saying that public health experts quote, “Will be muzzled, will be suppressed.” Given the fact that polls already show that people are concerned about the vaccine and are reluctant to take it, are you and your running mate, Senator Harris, contributing to that fear?"
BIDEN, No more than the question you just asked him. You pointed out he puts pressure and disagrees with his own scientists.
WALLACE, But you’re saying you can’t-
BIDEN, Everybody knows-
WALLACE, Or Senator Harris is saying you can’t trust the scientist.
BIDEN," Well, no, no. You can trust the scientist. She didn’t say that. You can trust the-"
WALLACE," She said that public health experts quote, “Will be muzzled, will be suppressed.”"
BIDEN," Yes. Well, that’s what he’s going to try to do, but there’s thousands of scientists out there, like here at this great hospital that don’t work for him. Their job doesn’t depend on him. They’re the people… And by the way-"
TRUMP, We spoke to the scientists that are in charge-
BIDEN, By the way-
TRUMP, … they will have the vaccine very soon.
WALLACE, Let him finish.
BIDEN," Do you believe for a moment what he’s telling you in light of all the lies he’s told you about the whole issue relating to COVID? He still hasn’t even acknowledged that he knew this was happening, knew how dangerous it was going to be back in February, and he didn’t even tell you. He’s on record as saying it. He panicked or he just looked at the stock market. One of the two. Because guess what? A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker-"
WALLACE, Mr. President?
TRUMP," Did you use the word smart? So you said you went to Delaware State, but you forgot the name of your college. You didn’t go to Delaware State. You graduated either the lowest or almost the lowest in your class. Don’t ever use the word smart with me. Don’t ever use that word."
